t|bible reference|texte|rain|snow|wind|fog|storm|night
AT|Jg 18,2|Les hommes de Dane envoyèrent donc de chez eux cinq hommes, appartenant à leur clan, hommes vaillants de Soréa et d’Eshtaol, pour espionner le pays et pour l’explorer. On leur dit : « Allez explorer le pays ! » Ils atteignirent, dans la montagne d’Éphraïm, la maison de Mika et y passèrent la nuit.|False|False|False|False|False|True
AT|Jg 19,4|Son beau-père, le père de la jeune femme, le retint, et le lévite resta chez lui pendant trois jours. Ils mangèrent, burent et passèrent la nuit en cet endroit.|False|False|False|False|False|True
AT|Jg 19,6|Ils s’assirent tous deux, mangèrent et burent ensemble. Alors le père de la jeune femme dit à son gendre : « Je t’en prie, passe encore la nuit. Que ton cœur soit content ! »|False|False|False|False|False|True
AT|Jg 19,7|Comme l’homme se levait pour partir, il céda finalement à l’insistance de son beau-père et passa une autre nuit en cet endroit.|False|False|False|False|False|True
AT|Jg 19,9|L’homme se préparait à partir avec sa concubine et son serviteur ; mais son beau-père lui dit : « Voici que le jour faiblit vers le soir. Passez donc la nuit ! Voici la tombée du jour. Passe la nuit ici et que ton cœur soit content ! Demain, de bon matin, vous prendrez la route, et tu regagneras ta tente. »|False|False|False|False|False|True
AT|Jg 19,10|Mais l’homme ne voulut pas passer la nuit. Il se leva et partit. Il arriva en vue de Jébus – c’est-à-dire Jérusalem. Il avait avec lui deux ânes bâtés, ainsi que sa concubine et son serviteur.|False|False|False|False|False|True
AT|Jg 19,11|Quand ils furent près de Jébus, le jour avait beaucoup baissé. Le serviteur dit à son maître : « Allons ! Faisons un détour vers cette ville des Jébuséens ! Nous y passerons la nuit. »|False|False|False|False|False|True
AT|Jg 19,13|Allons ! dit-il à son serviteur, rapprochons-nous d’une de ces localités, Guibéa ou Rama, pour y passer la nuit. »|False|False|False|False|False|True
AT|Jg 19,14|Poussant plus loin, ils s’en allèrent. Le soleil se couchait quand ils approchèrent de Guibéa de Benjamin.|False|False|False|False|False|True
AT|Jg 19,15|Ils firent un détour pour passer la nuit à Guibéa. Le lévite entra, s’assit sur la place, mais personne ne lui offrit l’hospitalité pour la nuit.|False|False|False|False|False|True
AT|Jg 19,16|Voici qu’un vieillard, le soir venu, rentrait de son travail des champs. Il était originaire de la montagne d’Éphraïm, mais il résidait à Guibéa, dont les habitants étaient Benjaminites.|False|False|False|False|False|True
AT|Jg 19,20|Le vieillard dit alors : « Sois en paix ; laisse-moi pourvoir à tous tes besoins, mais ne passe pas la nuit sur la place. »|False|False|False|False|False|True
AT|Jg 19,25|Les hommes de la ville ne voulurent pas l’écouter. Alors, le lévite saisit sa concubine et la leur amena dehors. Ils s’unirent à elle et s’en amusèrent toute la nuit, jusqu’au matin. Quand vint l’aurore, ils la relâchèrent.|False|False|False|False|False|True
AT|Jg 19,26|Comme le matin approchait, la femme s’en vint tomber à l’entrée de la maison de l’homme chez qui était son mari, et elle resta là jusqu’à ce qu’il fît jour.|False|False|False|False|False|True
AT|Jg 19,27|Au petit matin, son mari se leva, ouvrit la porte de la maison, sortit pour reprendre sa route. Voici que sa concubine gisait à l’entrée de la maison, les mains sur le seuil !|False|False|False|False|False|True
AT|Jg 20,4|Le lévite, le mari de la femme qui avait été assassinée, prit la parole et dit : « J’étais venu avec ma concubine à Guibéa de Benjamin pour y passer la nuit.|False|False|False|False|False|True
AT|Jg 20,5|Les notables de Guibéa se sont ligués contre moi et ont cerné pendant la nuit la maison où je me trouvais. Ils avaient résolu de me tuer. Ils ont fait violence à ma concubine, elle en est morte.|False|False|False|False|False|True
AT|Jg 20,23|Les fils d’Israël vinrent pleurer devant le Seigneur, jusqu’au soir. Ils consultèrent le Seigneur en disant : « Devons-nous recommencer à combattre les fils de Benjamin, notre frère ? » Le Seigneur répondit : « Montez contre lui. »|False|False|False|False|False|True
AT|Jg 20,26|Tous les fils d’Israël et tout le peuple montèrent à Béthel. Là, ils pleurèrent, assis devant le Seigneur ; ils jeûnèrent ce jour-là jusqu’au soir ; ils offrirent des holocaustes et des sacrifices de paix devant le Seigneur.|False|False|False|False|False|True
AT|Jg 21,2|Le peuple se rendit à Béthel et là, il se tint assis devant Dieu, jusqu’au soir. Ils poussèrent des cris, sanglotèrent,|False|False|False|False|False|True
AT|Rt 1,12|Retournez, mes filles, allez ! Oui, je suis bien trop vieille pour avoir un mari. Quand bien même je dirais : “Il y a encore de l’espoir ; je vais appartenir à un homme cette nuit et j’aurai des fils”,|False|False|False|False|False|True
AT|Rt 2,17|Elle glana dans le champ jusqu’au soir ; puis elle égrena ce qu’elle avait glané : elle avait recueilli une quarantaine de mesures d’orge.|False|False|False|False|False|True
AT|Rt 3,2|Et maintenant, Booz n’est-il pas notre parent, lui dont tu as suivi les servantes ? Voici que, cette nuit, il vanne lui-même l’orge sur l’aire.|False|False|True|False|False|True
AT|Rt 3,8|Or, au milieu de la nuit, l’homme frissonna, il se tourna pour voir : et voici qu’une femme était couchée à ses pieds !|False|False|False|False|False|True
AT|Rt 3,13|Passe donc la nuit ici, et demain matin, s’il veut te racheter, eh bien ! qu’il te rachète ! Mais s’il ne le veut pas, c’est moi qui te rachèterai, aussi vrai que le Seigneur est vivant ! Reste couchée jusqu’au matin ! »|False|False|False|False|False|True
AT|Rt 3,14|Elle resta donc couchée à ses pieds jusqu’au matin, mais elle se leva avant qu’on puisse reconnaître qui que ce soit. Car Booz se disait : « Il ne faut pas qu’on apprenne que cette femme est venue sur l’aire. »|False|False|False|False|False|True
AT|1S 1,25|On offrit le taureau en sacrifice, et on amena l’enfant au prêtre Éli.|False|False|False|False|False|True
AT|1S 2,9|Il veille sur les pas de ses fidèles, et les méchants périront dans les ténèbres. La force ne rend pas l’homme vainqueur :|False|False|False|False|False|True
AT|1S 3,2|Un jour, Éli était couché à sa place habituelle – sa vue avait baissé et il ne pouvait plus bien voir.|False|False|False|False|False|True
AT|1S 3,3|La lampe de Dieu n’était pas encore éteinte. Samuel était couché dans le temple du Seigneur, où se trouvait l’arche de Dieu.|False|False|False|False|False|True
AT|1S 3,5|Il courut vers le prêtre Éli, et il dit : « Tu m’as appelé, me voici. » Éli répondit : « Je n’ai pas appelé. Retourne te coucher. » L’enfant alla se coucher.|False|False|False|False|False|True
AT|1S 3,9|et il lui dit : « Va te recoucher, et s’il t’appelle, tu diras : “Parle, Seigneur, ton serviteur écoute.” » Samuel alla se recoucher à sa place habituelle.|False|False|False|False|False|True
AT|1S 3,15|Samuel resta couché jusqu’au matin, puis il ouvrit les portes de la Maison du Seigneur. Mais Samuel craignait de rapporter à Éli la vision.|False|False|False|False|False|True
AT|1S 7,10|Pendant que Samuel offrait l’holocauste, les Philistins s’approchèrent pour combattre Israël. Mais, ce jour-là, le Seigneur tonna d’une grande voix contre les Philistins ; il les frappa de panique, et ils furent battus devant Israël.|False|False|False|False|True|False
AT|1S 10,17|Samuel convoqua le peuple auprès du Seigneur, à Mispa.|False|False|False|False|False|True
AT|1S 11,11|Or, le lendemain, Saül disposa le peuple en trois colonnes. Ils pénétrèrent dans le camp aux dernières heures de la nuit et frappèrent les Ammonites jusqu’à l’heure la plus chaude du jour. Alors les survivants se dispersèrent, et il n’en resta pas deux ensemble.|False|False|False|False|False|True
AT|1S 12,17|N’est-ce pas aujourd’hui la moisson des blés ? Je vais invoquer le Seigneur, et il fera tonner et pleuvoir. Comprenez donc et voyez à quel point vous avez mal agi aux yeux du Seigneur en demandant pour vous-mêmes un roi. »|True|False|False|False|True|False
AT|1S 12,18|Samuel invoqua le Seigneur, et le Seigneur fit tonner et pleuvoir ce jour-là. Tout le peuple éprouva une grande crainte à l’égard du Seigneur et de Samuel.|True|False|False|False|True|False
AT|1S 14,24|Ce jour-là, les hommes d’Israël avaient été accablés parce que Saül avait proféré à l’adresse du peuple cette imprécation : « Maudit soit l’homme qui prendra de la nourriture avant le soir, avant que je me sois vengé de mes ennemis ! » Et personne dans le peuple n’avait goûté de nourriture.|False|False|False|False|False|True
AT|1S 14,33|On rapporta la chose à Saül : « Voici que le peuple est en train de pécher contre le Seigneur en mangeant au-dessus du sang ! » Saül dit : « Vous avez trahi. Roulez vers moi une grosse pierre tant qu’il fait jour ! »|False|False|False|False|False|True
AT|1S 14,34|Puis il déclara : « Dispersez-vous parmi le peuple et dites : Que chacun amène vers moi son bœuf ou son mouton. Vous les égorgerez et les mangerez ici. Mais vous ne pécherez pas contre le Seigneur en mangeant auprès du sang. » Alors, à la nuit tombée, tous les gens amenèrent le bœuf que chacun possédait et que l’on égorgea à cet endroit.|False|False|False|False|False|True
AT|1S 14,36|Saül dit : « Descendons à la poursuite des Philistins pendant la nuit, pillons chez eux jusqu’au lever du jour et n’en laissons subsister aucun. » Ils répondirent : « Fais tout ce qui te semble bon. » Le prêtre dit : « Ici, approchons-nous de Dieu. »|False|False|False|False|False|True
AT|1S 14,38|Alors Saül dit : « Avancez ici, vous tous, les chefs du peuple ; comprenez et voyez en quoi consiste le péché commis aujourd’hui.|False|False|False|False|False|True
AT|1S 15,11|« Je me repens d’avoir fait régner Saül comme roi car il s’est détourné de moi et n’a pas accompli mes paroles. » Alors Samuel fut bouleversé et cria vers le Seigneur toute la nuit.|False|False|False|False|False|True
AT|1S 15,16|Samuel dit à Saül : « Assez ! Je vais t’apprendre ce que le Seigneur m’a dit pendant la nuit. » Saül lui dit : « Parle. »|False|False|False|False|False|True
AT|1S 17,40|David prit en main son bâton, il se choisit dans le torrent cinq cailloux bien lisses et les mit dans son sac de berger, dans une poche ; puis, la fronde à la main, il s’avança vers le Philistin.|True|False|False|False|False|False
AT|1S 19,10|Saül chercha à clouer David au mur avec sa lance, mais David esquiva le coup de Saül, qui ficha sa lance dans le mur. David prit la fuite et fut sauvé cette nuit-là.|False|False|False|False|False|True
AT|1S 19,11|Saül envoya des émissaires à la maison de David, pour le surveiller et le mettre à mort au matin. Mais Mikal, la femme de David, l’avertit : « Si tu ne te sauves pas cette nuit, demain tu seras mis à mort ! »|False|False|False|False|False|True
AT|1S 19,24|Lui aussi, il retira ses vêtements, lui aussi fut en transe devant Samuel ; puis il s’écroula, nu, restant ainsi toute la journée et toute la nuit. Voilà pourquoi l’on dit : « Saül est-il aussi parmi les prophètes ? »|False|False|False|False|False|True
AT|1S 20,24|David se cachait donc dans la campagne. Quand arriva la nouvelle lune, le roi prit place à table pour le repas.|False|False|False|False|False|True
AT|1S 25,16|Ils étaient pour nous un rempart, de nuit comme de jour, tout le temps où nous avons été avec eux à faire paître les troupeaux.|False|False|False|False|False|True
AT|1S 25,34|Mais, par le Seigneur vivant, par le Dieu d’Israël qui m’a empêché de te faire du mal, si tu n’étais pas venue aussi vite à ma rencontre, il ne serait pas resté à Nabal un seul mâle, avant que le matin se lève ! »|False|False|False|False|False|True
AT|1S 25,36|Quand Abigaïl revint chez Nabal, celui-ci donnait un festin dans sa maison, un vrai festin de roi. Nabal avait le cœur en joie, mais comme il était complètement ivre, Abigaïl ne l’informa de rien avant que le matin se lève.|False|False|False|False|False|True
AT|1S 26,5|David se mit en route et parvint à l’endroit où campait Saül. Il vit l’endroit où étaient couchés Saül et Abner, fils de Ner, le chef de son armée. Saül était couché au milieu du camp, et la troupe campait autour de lui.|False|False|False|False|False|True
AT|1S 26,7|David et Abishaï arrivèrent de nuit, près de la troupe. Or, Saül était couché, endormi, au milieu du camp, sa lance plantée en terre près de sa tête ; Abner et ses hommes étaient couchés autour de lui.|False|False|False|False|False|True
AT|1S 26,12|David prit la lance et la gourde d’eau qui étaient près de la tête de Saül, et ils s’en allèrent. Personne ne vit rien, personne ne le sut, personne ne s’éveilla : ils dormaient tous, car le Seigneur avait fait tomber sur eux un sommeil mystérieux.|False|False|False|False|False|True
AT|1S 28,8|Saül se déguisa, mit d’autres vêtements et partit, accompagné de deux hommes. Ils arrivèrent, de nuit, chez la femme. Saül lui dit : « Interroge pour moi l’esprit des morts et fais monter pour moi celui que je te dirai. »|False|False|False|False|False|True
AT|1S 28,20|Aussitôt, Saül s’effondra par terre, de toute sa hauteur, tant les paroles de Samuel l’avaient effrayé. Il était aussi sans force, n’ayant rien mangé de toute la journée ni de toute la nuit.|False|False|False|False|False|True
AT|1S 28,25|Elle apporta le tout devant Saül et ses serviteurs. Ils mangèrent. Puis, s’étant levés, ils repartirent au cours de cette même nuit.|False|False|False|False|False|True
AT|1S 30,1|Lorsque David et ses hommes arrivèrent à Ciqlag le troisième jour, des Amalécites venaient de faire une incursion dans le Néguev et à Ciqlag. Ils avaient dévasté Ciqlag et l’avaient incendiée.|False|False|False|False|True|False
AT|1S 30,12|On lui donna encore du gâteau de figues et deux gâteaux de raisins secs. Après avoir mangé, il retrouva ses esprits. En effet, il n’avait rien mangé ni bu depuis trois jours et trois nuits.|False|False|False|False|False|True
AT|1S 31,8|Le lendemain, les Philistins, venus pour dépouiller les morts, trouvèrent Saül et ses trois fils, gisant sur le mont Gelboé.|False|False|False|False|False|True
AT|1S 31,12|Alors tous les hommes de valeur se mirent en route et marchèrent toute la nuit. Ils enlevèrent du rempart de Beth-Shéane le corps de Saül et ceux de ses fils. Ils revinrent à Yabesh et y brûlèrent les corps.|False|False|False|False|False|True
AT|2S 1,6|Le jeune homme lui dit : « Je me trouvais, par hasard, sur le mont Gelboé. Et j’ai vu Saül appuyé sur sa lance, et les chars et les cavaliers qui le serraient de près.|False|True|False|False|False|False
AT|2S 1,12|Ils se lamentèrent, pleurèrent et jeûnèrent jusqu’au soir, à cause de Saül et de son fils Jonathan, à cause du peuple du Seigneur et de la maison d’Israël, parce qu’ils étaient tombés par l’épée.|False|False|False|False|False|True
AT|2S 2,23|Mais Asahel refusa de s’écarter. Alors Abner le frappa au ventre, avec le talon de sa lance, et la lance ressortit par- derrière. Il tomba là et mourut sur place. Et tous ceux qui arrivaient à l’endroit où Asahel était tombé mort, s’arrêtaient.|False|False|True|False|False|False
AT|2S 2,29|Abner et ses hommes marchèrent dans la Araba, toute la nuit. Ils passèrent le Jourdain, marchèrent toute la matinée et arrivèrent à Mahanaïm.|False|False|False|False|False|True
AT|2S 2,32|On emporta Asahel et on l’ensevelit dans le tombeau de son père à Bethléem. Joab et ses hommes marchèrent toute la nuit, et le jour se leva sur eux à Hébron.|False|False|False|False|False|True
AT|2S 3,35|Comme tout le peuple approchait pour faire prendre à David quelque nourriture, alors qu’il faisait encore jour, David fit ce serment : « Que Dieu amène le malheur sur moi, et pire encore, si je goûte au pain ou à quoi que ce soit, avant le coucher du soleil ! »|False|False|False|False|False|True
AT|2S 4,6|Ils pénétrèrent à l’intérieur de la maison comme pour prendre du blé. Ils le frappèrent au ventre et s’échappèrent. Récab et son frère Baana|False|False|True|False|False|False
AT|2S 4,7|étaient donc entrés dans la maison alors qu’Ishbosheth était couché sur son lit, dans sa chambre. Ils l’avaient frappé à mort, décapité, et ils avaient pris sa tête. Ils marchèrent toute la nuit par le chemin de la Araba|False|False|False|False|False|True
AT|2S 7,4|Mais, cette nuit-là, la parole du Seigneur fut adressée à Nathan :|False|False|False|False|False|True
AT|2S 11,2|Un soir, il se leva de sa couche pour se promener sur la terrasse du palais. De là, il aperçut une femme en train de se baigner. Cette femme était très belle.|False|False|False|False|False|True
AT|2S 11,9|Mais Ourias se coucha à l’entrée du palais avec les serviteurs de son maître ; il ne descendit pas chez lui.|False|False|False|False|False|True
AT|2S 11,13|David l’invita à manger et à boire à sa table, et il l’enivra. Le soir, Ourias sortit et alla se coucher à nouveau avec les serviteurs de son maître ; mais il ne descendit pas chez lui.|False|False|False|False|False|True
AT|2S 12,16|David implora Dieu pour le petit enfant : il jeûna strictement, et, quand il rentrait chez lui, il passait la nuit couché par terre.|False|False|False|False|False|True
AT|2S 13,8|Tamar se rendit chez son frère Amnone qu’elle trouva couché. Elle prit la pâte et la pétrit, fit les galettes sous ses yeux et les mit à cuire.|False|False|False|False|False|True
AT|2S 15,23|Tout le monde pleurait à grands sanglots, tandis que tout le peuple passait. Le roi traversa le torrent du Cédron, et tout le peuple passa en face du chemin qui longe le désert.|True|False|False|False|False|False
AT|2S 17,1|Ahitofel dit à Absalom : « Laisse-moi choisir douze mille hommes et partir cette nuit à la poursuite de David.|False|False|False|False|False|True
AT|2S 17,8|Puis il ajouta : « Tu connais toi-même ton père et ses hommes : de vaillants guerriers. Ils sont exaspérés comme une ourse sauvage privée de ses petits. Ton père est un homme de guerre : il ne passera pas la nuit avec le peuple.|False|False|False|False|False|True
AT|2S 17,16|Et maintenant, envoyez vite quelqu’un pour informer David et lui dire : “Ne passe pas cette nuit-ci dans les steppes du désert ; mais il faut absolument que tu traverses le Jourdain.” Sinon, ils ne feront qu’une bouchée du roi et de toute la troupe qui est avec lui. »|False|False|False|False|False|True
AT|2S 19,8|Mais maintenant, lève-toi, sors et va parler au cœur de tes serviteurs ! Sinon, par le Seigneur j’en fais le serment : si tu ne sors pas, personne, ce soir, ne restera avec toi pour passer la nuit, et ce serait pour toi un malheur pire que tous ceux qui te sont arrivés, depuis ta jeunesse jusqu’à maintenant. »|False|False|False|False|False|True
AT|2S 21,10|Rispa, fille d’Ayya, prit un sac qu’elle étendit pour elle sur le rocher ; elle y resta depuis le commencement de la moisson des orges jusqu’à ce que l’eau du ciel se répandît sur les corps ; elle ne laissa pas les oiseaux du ciel venir sur eux pendant le jour, ni les bêtes sauvages pendant la nuit.|True|False|False|False|False|True
AT|2S 22,5|Les flots de la mort m’entouraient, le torrent fatal m’épouvantait ;|False|False|False|False|False|True
AT|2S 22,8|La terre titube et tremble, les fondements du ciel frémissent, secoués par l’explosion de sa colère.|False|False|False|False|True|False
AT|2S 22,10|Il incline les cieux et descend, une sombre nuée sous ses pieds :|False|False|False|False|False|True
AT|2S 22,11|d’un Kéroub, il fait sa monture il vole sur les ailes du vent.|False|False|True|False|False|False
AT|2S 22,12|Il s’entoure de ténèbres comme d’une tente, de masses d’eau, d’épaisses nuées.|True|False|False|False|False|True
AT|2S 22,14|Le Seigneur tonne du haut du ciel, le Très-Haut fait entendre sa voix.|True|False|True|False|True|False
AT|2S 22,15|De tous côtés, il tire des flèches, il décoche un éclair, il répand la terreur.|False|False|False|False|True|False
AT|2S 22,16|Alors le fond de la mer se découvrit, les assises du monde apparurent, sous la voix menaçante du Seigneur, au souffle qu’exhalait sa colère.|False|False|True|False|True|False
AT|2S 22,29|Toi, Seigneur, tu es ma lampe. Le Seigneur éclaire mes ténèbres.|False|False|False|False|False|True
AT|2S 22,43|J’en fais de la poussière, comme la boue des rues, je les écrase et les piétine.|True|False|False|False|False|False
AT|2S 23,4|il est comme la lumière du matin quand se lève le soleil par un matin sans nuages : à cet éclat, après la pluie, l’herbe sort de la terre. »|True|False|False|False|False|False
AT|2S 23,20|Benaya, fils d’un homme de valeur, Joad, fut prodigue en exploits. Il était originaire de Qabcéel. C’est lui qui frappa les deux Ariel de Moab, et c’est lui qui descendit tuer le lion dans la citerne, un jour de neige.|False|True|False|False|False|True
AT|1R 1,15|Et Bethsabée entra chez le roi, jusque dans sa chambre. Le roi était très vieux, et Abishag la Sunamite accomplissait son service auprès du roi.|False|False|False|False|False|True
AT|1R 1,45|Le prêtre Sadoc et le prophète Nathan lui ont donné l’onction comme roi à Guihone. Ils en sont remontés, tout joyeux ; la cité était en tumulte ! C’est là le bruit que vous avez entendu !|False|False|False|False|True|False
AT|1R 1,47|Et puis les serviteurs du roi sont venus présenter leurs vœux à notre seigneur le roi David en disant : “Que ton Dieu rende le nom de Salomon plus fameux que ton nom, et qu’il élève son trône au-dessus de ton trône !” Alors le roi s’est prosterné sur son lit.|False|False|False|False|False|True
AT|1R 3,5|À Gabaon, pendant la nuit, le Seigneur lui apparut en songe. Dieu lui dit : « Demande ce que je dois te donner. »|False|False|False|False|False|True
AT|1R 3,19|Une nuit, le fils de cette femme mourut : elle s’était couchée sur lui.|False|False|False|False|False|True
AT|1R 3,20|Elle se leva au milieu de la nuit, prit mon fils qui reposait à mon côté – ta servante dormait – et le coucha contre elle. Et son fils mort, elle le coucha contre moi.|False|False|False|False|False|True
AT|1R 3,21|Au matin, je me levai pour allaiter mon fils : il était mort ! Je l’examinai attentivement au petit jour : ce n’était pas mon fils, celui que j’avais mis au monde. »|False|False|False|False|False|True
AT|1R 8,12|Alors Salomon s’écria : « Le Seigneur déclare demeurer dans la nuée obscure.|False|False|False|False|False|True
AT|1R 8,29|Que tes yeux soient ouverts nuit et jour sur cette Maison, sur ce lieu dont tu as dit : “C’est ici que sera mon nom.” Écoute donc la prière que ton serviteur fera en ce lieu.|False|False|False|False|False|True
AT|1R 8,36|toi, dans les cieux, écoute, pardonne le péché de tes serviteurs et de ton peuple Israël. Tu leur enseigneras le bon chemin par où ils doivent marcher, et tu accorderas la pluie à ta terre, celle que tu as donnée à ton peuple en héritage.|True|False|False|False|False|False
AT|1R 8,59|Ces supplications que j’ai prononcées devant le Seigneur notre Dieu, qu’elles lui restent présentes jour et nuit, afin qu’il rende justice à moi son serviteur et à son peuple Israël, jour après jour.|False|False|False|False|False|True
AT|1R 17,1|Le prophète Élie, de Tishbé en Galaad, dit au roi Acab : « Par le Seigneur qui est vivant, par le Dieu d’Israël dont je suis le serviteur, pendant plusieurs années il n’y aura pas de rosée ni de pluie, à moins que j’en donne l’ordre. »|True|False|False|False|False|False
AT|1R 17,7|Au bout d’un certain temps, il ne tombait plus une goutte de pluie dans tout le pays, et le torrent où buvait le prophète finit par être à sec.|True|False|False|False|False|False
AT|1R 17,14|Car ainsi parle le Seigneur, Dieu d’Israël : Jarre de farine point ne s’épuisera, vase d’huile point ne se videra, jusqu’au jour où le Seigneur donnera la pluie pour arroser la terre. »|True|False|False|False|False|False
AT|1R 18,1|De nombreux jours s’écoulèrent, et la parole du Seigneur fut adressée à Élie, la troisième année, en ces termes : « Va te présenter devant Acab ; je vais envoyer la pluie sur la surface du sol. »|True|False|False|False|False|False
AT|1R 18,29|Dans l’après-midi, ils se livrèrent à des transes prophétiques jusqu’à l’heure du sacrifice du soir, mais il n’y eut ni voix, ni réponse, ni le moindre signe.|False|False|False|False|False|True
AT|1R 18,35|L’eau ruissela autour de l’autel, et la rigole elle-même fut remplie d’eau.|True|False|False|False|False|False
AT|1R 18,36|À l’heure du sacrifice du soir, Élie le prophète s’avança et dit : « Seigneur, Dieu d’Abraham, d’Isaac et d’Israël, on saura aujourd’hui que tu es Dieu en Israël, que je suis ton serviteur, et que j’ai accompli toutes ces choses sur ton ordre.|False|False|False|False|False|True
AT|1R 18,41|Le prophète Élie dit au roi Acab : « Monte, tu peux maintenant manger et boire, car j’entends le grondement de la pluie. »|True|False|False|False|False|False
AT|1R 18,44|La septième fois, le serviteur annonça : « Voilà un nuage qui monte de la mer, gros comme le poing. » Alors Élie dit au serviteur : « Va dire au roi Acab : “Attelle ton char et descends de la montagne, avant d’être arrêté par la pluie.” »|True|False|False|False|False|False
AT|1R 18,45|Peu à peu, le ciel s’obscurcit de nuages, poussés par le vent, et il tomba une grosse pluie. Acab monta sur son char et partit pour la ville de Yizréel.|True|False|True|False|False|False
AT|1R 19,8|Élie se leva, mangea et but. Puis, fortifié par cette nourriture, il marcha quarante jours et quarante nuits jusqu’à l’Horeb, la montagne de Dieu.|False|False|False|False|False|True
AT|1R 19,9|Là, il entra dans une caverne et y passa la nuit. Et voici que la parole du Seigneur lui fut adressée. Il lui dit : « Que fais-tu là, Élie ? »|False|False|False|False|False|True
AT|1R 19,11|Le Seigneur dit : « Sors et tiens-toi sur la montagne devant le Seigneur, car il va passer. » À l’approche du Seigneur, il y eut un ouragan, si fort et si violent qu’il fendait les montagnes et brisait les rochers, mais le Seigneur n’était pas dans l’ouragan ; et après l’ouragan, il y eut un tremblement de terre, mais le Seigneur n’était pas dans le tremblement de terre ;|False|False|True|False|True|False
AT|1R 19,12|et après ce tremblement de terre, un feu, mais le Seigneur n’était pas dans ce feu ; et après ce feu, le murmure d’une brise légère.|False|False|True|False|False|False
AT|1R 21,4|Acab retourna chez lui sombre et irrité, parce que Naboth lui avait dit : « Je ne te céderai pas l’héritage de mes pères. » Il se coucha sur son lit, tourna son visage vers le mur, et refusa de manger.|False|False|False|False|False|True
AT|1R 21,27|Quand Acab entendit les paroles prononcées par Élie, il déchira ses habits, se couvrit le corps d’une toile à sac – un vêtement de pénitence – ; et il jeûnait, il gardait la toile à sac pour dormir, et il marchait lentement.|False|False|False|False|False|True
AT|1R 22,35|Le combat, ce jour-là, devint très violent. On maintenait le roi debout sur son char, face aux Araméens. Et le soir, il mourut. Le sang de sa blessure coulait au fond du char.|False|False|False|False|True|True
AT|1R 22,36|Au coucher du soleil, un cri se propagea dans le campement : « Chacun à sa ville et chacun à sa terre ! »|False|False|False|False|False|True
AT|2R 2,1|Voici comment le Seigneur enleva Élie au ciel dans un ouragan. Ce jour-là, Élie et Élisée étaient partis de Guilgal.|False|False|True|False|True|False
AT|2R 2,8|Élie prit son manteau, le roula et en frappa les eaux, qui s’écartèrent de part et d’autre. Ils traversèrent tous deux à pied sec.|True|False|False|False|False|False
AT|2R 2,11|Ils étaient en train de marcher tout en parlant lorsqu’un char de feu, avec des chevaux de feu, les sépara. Alors, Élie monta au ciel dans un ouragan.|False|False|True|False|True|False
AT|2R 3,17|Car ainsi parle le Seigneur : Le vent, vous ne le verrez pas ; la pluie, vous ne la verrez pas, et pourtant l’eau emplira ce ravin ; et vous boirez, vous, vos troupeaux et vos bêtes de somme.|True|False|True|False|False|False
AT|2R 3,20|Or, au matin, à l’heure de l’offrande, voici que l’eau arriva par le chemin d’Édom, et la terre en fut inondée.|True|False|False|False|False|False
AT|2R 5,27|alors que la lèpre de Naaman va s’attacher à toi et à ta descendance pour toujours ? » Et Guéhazi se retira, lépreux, couleur de neige.|False|True|False|False|False|False
AT|2R 6,14|Le roi envoya là-bas des chevaux, des chars et une troupe importante. Ils arrivèrent de nuit et encerclèrent la ville.|False|False|False|False|False|True
AT|2R 7,5|Au crépuscule, ils se mirent en route, pour se rendre au camp des Araméens. Ils allèrent jusqu’à l’extrémité du camp, et voilà qu’il n’y avait plus personne !|False|False|False|False|False|True
AT|2R 7,11|Les gardiens de la porte crièrent, et on informa la Maison du roi, à l’intérieur.|False|False|False|False|False|True
AT|2R 7,12|Le roi se leva de nuit et dit à ses serviteurs : « Il faut que je vous explique ce que les Araméens nous ont fait. Ils savent en effet que nous sommes affamés. Ils sont donc sortis du camp pour se cacher dans la campagne. Ils se sont dit : “Les gens de Samarie sortiront de la ville, nous les prendrons vivants et nous entrerons dans la ville.” »|False|False|False|False|False|True
AT|2R 8,21|Joram passa à l’endroit appelé Saïr, et tous ses chars avec lui. S’étant levé de nuit, il battit les Édomites qui l’encerclaient, lui et les commandants de chars ; et le peuple s’enfuit vers ses tentes.|False|False|False|False|False|True
AT|2R 19,35|La nuit même, l’ange du Seigneur sortit et frappa cent quatre-vingt-cinq mille hommes dans le camp assyrien. Le matin, quand on se leva, ce n’était que des cadavres.|False|False|False|False|False|True
AT|2R 25,4|une brèche fut ouverte dans le rempart de la ville. Mais toute l’armée s’échappa dans la nuit, par la porte du double rempart, près du jardin du roi, dans la direction de la plaine du Jourdain, pendant que les Chaldéens cernaient la ville.|False|False|False|False|False|True
AT|1Ch 9,27|Ils passaient la nuit aux alentours de la Maison de Dieu, car ils en avaient la garde et en assuraient l’ouverture chaque matin.|False|False|False|False|False|True
AT|1Ch 9,33|Il y avait aussi les chantres, chefs de famille lévitiques, logés dans les salles de la Maison, et exempts de tout service, car ils étaient à leur office jour et nuit.|False|False|False|False|False|True
AT|1Ch 10,8|Le lendemain, les Philistins, venus pour dépouiller les morts, trouvèrent Saül et ses fils, gisant sur le mont Gelboé.|False|False|False|False|False|True
